Type,id,location,edges--co2_captured_edge--integer_decisions,edges--co2_captured_edge--can_retire,edges--co2_captured_edge--constraints--CapacityConstraint,edges--co2_captured_edge--unidirectional,edges--co2_captured_edge--commodity,edges--co2_captured_edge--can_expand,edges--co2_captured_edge--uc,edges--co2_captured_edge--has_capacity,edges--co2_storage_edge--unidirectional,edges--co2_storage_edge--commodity,edges--co2_storage_edge--has_capacity,transforms--constraints--BalanceConstraint,transforms--timedata,edges--co2_captured_edge--investment_cost,edges--co2_captured_edge--fixed_om_cost,edges--co2_captured_edge--variable_om_cost,edges--co2_captured_edge--wacc,edges--co2_captured_edge--lifetime,edges--co2_captured_edge--capital_recovery_period,edges--co2_captured_edge--existing_capacity,edges--co2_captured_edge--start_vertex,edges--co2_storage_edge--end_vertex
CO2Injection,Region9Shanghai_to_SouthYellowSea_CO2_Injection,Region9Shanghai,FALSE,FALSE,TRUE,TRUE,CO2Captured,TRUE,FALSE,TRUE,TRUE,CO2Captured,FALSE,TRUE,CO2Captured,14996663.932500001,0,449899.917975,0.08,40,20,0,co2_transported_Region9Shanghai_to_SouthYellowSea,co2_storage_SouthYellowSea
CO2Injection,Region9Shanghai_to_Subei_CO2_Injection,Region9Shanghai,FALSE,FALSE,TRUE,TRUE,CO2Captured,TRUE,FALSE,TRUE,TRUE,CO2Captured,FALSE,TRUE,CO2Captured,62938.98289948453,0,1888.1694869845358,0.08,40,20,0,co2_transported_Region9Shanghai_to_Subei,co2_storage_Subei
CO2Injection,Region4Shanxi_to_Ordos_CO2_Injection,Region4Shanxi,FALSE,FALSE,TRUE,TRUE,CO2Captured,TRUE,FALSE,TRUE,TRUE,CO2Captured,FALSE,TRUE,CO2Captured,9847481.12775,0,295424.4338325,0.08,40,20,0,co2_transported_Region4Shanxi_to_Ordos,co2_storage_Ordos
CO2Injection,Region4Shanxi_to_Qinshui_CO2_Injection,Region4Shanxi,FALSE,FALSE,TRUE,TRUE,CO2Captured,TRUE,FALSE,TRUE,TRUE,CO2Captured,FALSE,TRUE,CO2Captured,5713863.710625,0,171415.91131875,0.08,40,20,0,co2_transported_Region4Shanxi_to_Qinshui,co2_storage_Qinshui
CO2Injection,Region23Sichuan_to_SichuanBasin_CO2_Injection,Region23Sichuan,FALSE,FALSE,TRUE,TRUE,CO2Captured,TRUE,FALSE,TRUE,TRUE,CO2Captured,FALSE,TRUE,CO2Captured,89372240.5275,0,2681167.215825,0.08,40,20,0,co2_transported_Region23Sichuan_to_SichuanBasin,co2_storage_SichuanBasin
CO2Injection,Songliao_to_Erlian_CO2_Injection,Songliao,FALSE,FALSE,TRUE,TRUE,CO2Captured,TRUE,FALSE,TRUE,TRUE,CO2Captured,FALSE,TRUE,CO2Captured,138958.1042269737,0,4168.7431268092105,0.08,40,20,0,co2_transported_Songliao_to_Erlian,co2_storage_Erlian
CO2Injection,Songliao_to_Hailar_CO2_Injection,Songliao,FALSE,FALSE,TRUE,TRUE,CO2Captured,TRUE,FALSE,TRUE,TRUE,CO2Captured,FALSE,TRUE,CO2Captured,42735569.38875,0,1282067.0816625,0.08,40,20,0,co2_transported_Songliao_to_Hailar,co2_storage_Hailar
CO2Injection,Region2Tianjin_to_BohaiOffshore_CO2_Injection,Region2Tianjin,FALSE,FALSE,TRUE,TRUE,CO2Captured,TRUE,FALSE,TRUE,TRUE,CO2Captured,FALSE,TRUE,CO2Captured,46204.006708804285,0,1386.1202012641286,0.08,40,20,0,co2_transported_Region2Tianjin_to_BohaiOffshore,co2_storage_BohaiOffshore
CO2Injection,Region2Tianjin_to_BohaiOnshore_CO2_Injection,Region2Tianjin,FALSE,FALSE,TRUE,TRUE,CO2Captured,TRUE,FALSE,TRUE,TRUE,CO2Captured,FALSE,TRUE,CO2Captured,41341.23059508816,0,1240.2369178526446,0.08,40,20,0,co2_transported_Region2Tianjin_to_BohaiOnshore,co2_storage_BohaiOnshore
CO2Injection,Region2Tianjin_to_Erlian_CO2_Injection,Region2Tianjin,FALSE,FALSE,TRUE,TRUE,CO2Captured,TRUE,FALSE,TRUE,TRUE,CO2Captured,FALSE,TRUE,CO2Captured,138958.1042269737,0,4168.7431268092105,0.08,40,20,0,co2_transported_Region2Tianjin_to_Erlian,co2_storage_Erlian
CO2Injection,Region26Tibet_to_Qaidam_CO2_Injection,Region26Tibet,FALSE,FALSE,TRUE,TRUE,CO2Captured,TRUE,FALSE,TRUE,TRUE,CO2Captured,FALSE,TRUE,CO2Captured,125111.68613732768,0,3753.3505841198303,0.08,40,20,0,co2_transported_Region26Tibet_to_Qaidam,co2_storage_Qaidam
CO2Injection,Region26Tibet_to_Tarim_CO2_Injection,Region26Tibet,FALSE,FALSE,TRUE,TRUE,CO2Captured,TRUE,FALSE,TRUE,TRUE,CO2Captured,FALSE,TRUE,CO2Captured,159122.7941652249,0,4773.683824956747,0.08,40,20,0,co2_transported_Region26Tibet_to_Tarim,co2_storage_Tarim
CO2Injection,TurpanHami_to_Junggar_CO2_Injection,TurpanHami,FALSE,FALSE,TRUE,TRUE,CO2Captured,TRUE,FALSE,TRUE,TRUE,CO2Captured,FALSE,TRUE,CO2Captured,1312208.09409375,0,39366.2428228125,0.08,40,20,0,co2_transported_TurpanHami_to_Junggar,co2_storage_Junggar
CO2Injection,TurpanHami_to_Qaidam_CO2_Injection,TurpanHami,FALSE,FALSE,TRUE,TRUE,CO2Captured,TRUE,FALSE,TRUE,TRUE,CO2Captured,FALSE,TRUE,CO2Captured,125111.68613732768,0,3753.3505841198303,0.08,40,20,0,co2_transported_TurpanHami_to_Qaidam,co2_storage_Qaidam
CO2Injection,TurpanHami_to_YingenEjina_CO2_Injection,TurpanHami,FALSE,FALSE,TRUE,TRUE,CO2Captured,TRUE,FALSE,TRUE,TRUE,CO2Captured,FALSE,TRUE,CO2Captured,15793860.5055,0,473815.815165,0.08,40,20,0,co2_transported_TurpanHami_to_YingenEjina,co2_storage_YingenEjina
CO2Injection,Region31Xinjiang_to_Junggar_CO2_Injection,Region31Xinjiang,FALSE,FALSE,TRUE,TRUE,CO2Captured,TRUE,FALSE,TRUE,TRUE,CO2Captured,FALSE,TRUE,CO2Captured,1312208.09409375,0,39366.2428228125,0.08,40,20,0,co2_transported_Region31Xinjiang_to_Junggar,co2_storage_Junggar
CO2Injection,Region31Xinjiang_to_Qaidam_CO2_Injection,Region31Xinjiang,FALSE,FALSE,TRUE,TRUE,CO2Captured,TRUE,FALSE,TRUE,TRUE,CO2Captured,FALSE,TRUE,CO2Captured,125111.68613732768,0,3753.3505841198303,0.08,40,20,0,co2_transported_Region31Xinjiang_to_Qaidam,co2_storage_Qaidam
CO2Injection,Region31Xinjiang_to_Tarim_CO2_Injection,Region31Xinjiang,FALSE,FALSE,TRUE,TRUE,CO2Captured,TRUE,FALSE,TRUE,TRUE,CO2Captured,FALSE,TRUE,CO2Captured,159122.7941652249,0,4773.683824956747,0.08,40,20,0,co2_transported_Region31Xinjiang_to_Tarim,co2_storage_Tarim
CO2Injection,Region31Xinjiang_to_TurpanHami_CO2_Injection,Region31Xinjiang,FALSE,FALSE,TRUE,TRUE,CO2Captured,TRUE,FALSE,TRUE,TRUE,CO2Captured,FALSE,TRUE,CO2Captured,114990.56532894737,0,3449.716959868421,0.08,40,20,0,co2_transported_Region31Xinjiang_to_TurpanHami,co2_storage_TurpanHami
CO2Injection,Region25Yunnan_to_BeibuGulf_CO2_Injection,Region25Yunnan,FALSE,FALSE,TRUE,TRUE,CO2Captured,TRUE,FALSE,TRUE,TRUE,CO2Captured,FALSE,TRUE,CO2Captured,31689.12621488764,0,950.6737864466292,0.08,40,20,0,co2_transported_Region25Yunnan_to_BeibuGulf,co2_storage_BeibuGulf
CO2Injection,Region11Zhejiang_to_EastChinaSea_CO2_Injection,Region11Zhejiang,FALSE,FALSE,TRUE,TRUE,CO2Captured,TRUE,FALSE,TRUE,TRUE,CO2Captured,FALSE,TRUE,CO2Captured,67975.03085625,0,2039.2509256874998,0.08,40,20,0,co2_transported_Region11Zhejiang_to_EastChinaSea,co2_storage_EastChinaSea
