zone,Investment,FixedOM,Fuel,VariableOM,Startup,NonServedDemand,Total
Region25Yunnan_bfbofccs_transforms_crudesteel_Region25Yunnan,1852.5516401661314,254.97299763337168,0.0,0.0,0.0,0.0,2107.524637799503
steelscrap_source_Region25Yunnan_Region25Yunnan_bfbofccs_transforms,0.0,0.0,0.01625103716536146,0.0,0.0,0.0,0.01625103716536146
Region27Shaanxi_bfbofccs_transforms_crudesteel_Region27Shaanxi,2003.0222484795306,275.6827804138095,0.0,0.0,0.0,0.0,2278.70502889334
steelscrap_source_Region27Shaanxi_Region27Shaanxi_bfbofccs_transforms,0.0,0.0,0.01757100223136972,0.0,0.0,0.0,0.01757100223136972
Region28Gansu_bfbofccs_transforms_crudesteel_Region28Gansu,104.69170069509795,14.409075663429856,0.0,0.0,0.0,0.0,119.10077635852781
steelscrap_source_Region28Gansu_Region28Gansu_bfbofccs_transforms,0.0,0.0,0.0009183812650687366,0.0,0.0,0.0,0.0009183812650687366
Region29Qinghai_bfbofccs_transforms_crudesteel_Region29Qinghai,1950.3960183285067,268.43965295392013,0.0,0.0,0.0,0.0,2218.835671282427
steelscrap_source_Region29Qinghai_Region29Qinghai_bfbofccs_transforms,0.0,0.0,0.017109352038460396,0.0,0.0,0.0,0.017109352038460396
Region30Ningxia_bfbofccs_transforms_crudesteel_Region30Ningxia,592.9040381587807,81.6034039972664,0.0,0.0,0.0,0.0,674.5074421560471
steelscrap_source_Region30Ningxia_Region30Ningxia_bfbofccs_transforms,0.0,0.0,0.005201099581087609,0.0,0.0,0.0,0.005201099581087609
Region31Xinjiang_bfbofccs_transforms_crudesteel_Region31Xinjiang,2023.338435938942,278.4789665522661,0.0,0.0,0.0,0.0,2301.817402491208
steelscrap_source_Region31Xinjiang_Region31Xinjiang_bfbofccs_transforms,0.0,0.0,0.017749220808548877,0.0,0.0,0.0,0.017749220808548877
Region1Beijing,85796.39833104296,317819.61918809573,0.0,2016.8353561970794,61827.54298799908,0.0,467460.3958633349
Region2Tianjin,93240.10843811586,345492.40708764386,0.0,2005.9742683708732,63006.39910806432,0.0,503744.8889021949
Region12Anhui,8781.157061582186,1.6497154399639013e9,0.0,1.2065968071531726e6,62043.77777186516,0.0,1.650992861705888e9
Region9Shanghai,95268.09610534261,352721.0613510986,0.0,2593.5912615890215,62784.598828110815,0.0,513367.347546141
Region22Chongqing,23748.25405906043,1.7838016702277678e8,0.0,135253.97134723145,63638.60291607475,0.0,1.7860280785109913e8
Region13Fujian,20245.430055317847,2.11670108715708e8,0.0,156699.77788056678,63139.15716476232,0.0,2.1191019308080864e8
Region28Gansu,10838.734741891598,3.067272578111445e9,0.0,2.2529412384373406e6,60907.08294983795,0.0,3.0695972651675735e9
Region19Guangdong,25169.042571038244,4.1321624705830705e8,0.0,303070.9603493838,62168.58511909948,0.0,4.136066556463466e8
Region20Guangxi,10312.054438050984,3.152634029495178e9,0.0,2.300296270366977e6,61733.87785716375,0.0,3.1550063716978407e9
Region24Guizhou,9113.110682761242,1.197621569059969e9,0.0,873541.2372375545,60829.86689906986,0.0,1.1985650532747881e9
Region21Hainan,100065.86304814203,371319.8674678754,0.0,1135.656329453737,63266.569003827215,0.0,535787.9558492984
Region3Hebei,9383.697363943993,5.2630102163134925e7,0.0,40182.98257452426,63591.54461431565,0.0,5.2743260387687705e7
Region8Heilongjiang,11202.711417991664,1.537283850338854e8,0.0,115821.49555727706,62322.95793989261,0.0,1.5391773219880056e8
Region16Henan,9332.982052423573,3.043231766412763e9,0.0,2.22340657443852e6,63856.795022238526,0.0,3.045528362764276e9
Region17Hubei,15484.799663094807,7.425561192466191e8,0.0,545340.762113283,65569.89766029175,0.0,7.431825147060558e8
Region18Hunan,11738.76016354105,1.0793493688181205e9,0.0,793957.1809136115,63205.22954680385,0.0,1.0802182699887445e9
Region5Innermongolia,9361.457684076526,5.170264004706031e9,0.0,3.7750823846385255e6,61177.79087537014,0.0,5.17410962633923e9
Region10Jiangsu,17637.174905713066,1.3238164115071572e8,0.0,97709.97870922617,61506.15556053297,0.0,1.325584944598912e8
Region14Jiangxi,8438.758810265514,1.642864621333001e9,0.0,1.1983064138626754e6,62021.37551640389,0.0,1.6441333878811903e9
Region7Jilin,13499.430565774157,8.44284792531113e7,0.0,64049.86569826387,61597.43560988251,0.0,8.456762598498522e7
Region6Liaoning,18907.156301879575,5.655564976163738e8,0.0,416060.1034811458,62977.970518244554,0.0,5.66054442846675e8
Region30Ningxia,16430.213582246488,9.274713546386062e8,0.0,685661.8399790571,61428.66343922647,0.0,9.282348753556068e8
Region29Qinghai,8875.836885867324,1.9009529777140493e9,0.0,1.3896219200663539e6,63195.562061152326,0.0,1.9024146710330627e9
Region27Shaanxi,10523.088437618295,1.267164424371566e9,0.0,930081.96286382,61751.82196586537,0.0,1.2681667812448335e9
Region15Shandong,8592.161829183955,2.9323583524933968e9,0.0,2.1430894927196954e6,61720.91911218526,0.0,2.9345717550670576e9
Region4Shanxi,13952.935558552943,9.47900884036066e8,0.0,699413.734760292,61263.312612837864,0.0,9.486755140189978e8
Region23Sichuan,15984.218225458619,3.4243330104540735e7,0.0,40633.497372817736,61654.621395490336,0.0,3.4361602441534504e7
Region26Tibet,10305.392576881457,2.6821897497966075e6,0.0,3867.3698852932207,64202.67626322794,0.0,2.7605651885220106e6
Region31Xinjiang,7924.990497679159,5.475344501979122e9,0.0,3.9985476848699143e6,62276.99166130654,0.0,5.479413251646151e9
Region25Yunnan,8950.598655420714,4.714293252052348e9,0.0,3.439369298586216e6,62279.44910028253,0.0,4.71780385139869e9
Region11Zhejiang,23454.475880707396,1.5535341474419668e8,0.0,114604.61146976876,61988.486797067184,0.0,1.5555346231834424e8
cement_Region1Beijing_cement_Region2Tianjin,0.0,0.0,0.0,904.629238515055,0.0,0.0,904.629238515055
cement_Region1Beijing_cement_Region3Hebei,0.0,0.0,0.0,933.7417768188324,0.0,0.0,933.7417768188324
cement_Region1Beijing_cement_Region4Shanxi,0.0,0.0,0.0,946.4750575393122,0.0,0.0,946.4750575393122
cement_Region1Beijing_cement_Region5Innermongolia,0.0,0.0,0.0,964.1765588649874,0.0,0.0,964.1765588649874
cement_Region1Beijing_cement_Region6Liaoning,0.0,0.0,0.0,988.499773723883,0.0,0.0,988.499773723883
cement_Region1Beijing_cement_Region7Jilin,0.0,0.0,0.0,959.7557813934558,0.0,0.0,959.7557813934558
cement_Region1Beijing_cement_Region8Heilongjiang,0.0,0.0,0.0,983.373966232103,0.0,0.0,983.373966232103
cement_Region1Beijing_cement_Region9Shanghai,0.0,0.0,0.0,989.7132252909608,0.0,0.0,989.7132252909608
cement_Region1Beijing_cement_Region10Jiangsu,0.0,0.0,0.0,974.221267588907,0.0,0.0,974.221267588907
cement_Region1Beijing_cement_Region11Zhejiang,0.0,0.0,0.0,990.6286536637414,0.0,0.0,990.6286536637414
cement_Region1Beijing_cement_Region12Anhui,0.0,0.0,0.0,959.532347727677,0.0,0.0,959.532347727677
cement_Region1Beijing_cement_Region13Fujian,0.0,0.0,0.0,991.02180363842,0.0,0.0,991.02180363842
cement_Region1Beijing_cement_Region14Jiangxi,0.0,0.0,0.0,966.396690469637,0.0,0.0,966.396690469637
cement_Region1Beijing_cement_Region15Shandong,0.0,0.0,0.0,950.0153822064798,0.0,0.0,950.0153822064798
cement_Region1Beijing_cement_Region16Henan,0.0,0.0,0.0,948.4283560015315,0.0,0.0,948.4283560015315
cement_Region1Beijing_cement_Region17Hubei,0.0,0.0,0.0,969.2552961765035,0.0,0.0,969.2552961765035
cement_Region1Beijing_cement_Region18Hunan,0.0,0.0,0.0,978.3561339042158,0.0,0.0,978.3561339042158
cement_Region1Beijing_cement_Region19Guangdong,0.0,0.0,0.0,1240.8258487770613,0.0,0.0,1240.8258487770613
cement_Region1Beijing_cement_Region20Guangxi,0.0,0.0,0.0,989.5702030643038,0.0,0.0,989.5702030643038
cement_Region1Beijing_cement_Region21Hainan,0.0,0.0,0.0,988.9876380621141,0.0,0.0,988.9876380621141
cement_Region1Beijing_cement_Region22Chongqing,0.0,0.0,0.0,978.8700301494821,0.0,0.0,978.8700301494821
cement_Region1Beijing_cement_Region23Sichuan,0.0,0.0,0.0,981.4058606222068,0.0,0.0,981.4058606222068
cement_Region1Beijing_cement_Region24Guizhou,0.0,0.0,0.0,979.0822039664699,0.0,0.0,979.0822039664699
cement_Region1Beijing_cement_Region25Yunnan,0.0,0.0,0.0,956.9411817462046,0.0,0.0,956.9411817462046
cement_Region1Beijing_cement_Region27Shaanxi,0.0,0.0,0.0,966.707804725737,0.0,0.0,966.707804725737
cement_Region1Beijing_cement_Region28Gansu,0.0,0.0,0.0,972.9082195399747,0.0,0.0,972.9082195399747
cement_Region1Beijing_cement_Region29Qinghai,0.0,0.0,0.0,979.1415969680363,0.0,0.0,979.1415969680363
cement_Region1Beijing_cement_Region30Ningxia,0.0,0.0,0.0,963.9774451339698,0.0,0.0,963.9774451339698
cement_Region1Beijing_cement_Region31Xinjiang,0.0,0.0,0.0,978.9626978625629,0.0,0.0,978.9626978625629
cement_Region2Tianjin_cement_Region1Beijing,0.0,0.0,0.0,1263.0234314807205,0.0,0.0,1263.0234314807205
cement_Region2Tianjin_cement_Region3Hebei,0.0,0.0,0.0,951.5614710721042,0.0,0.0,951.5614710721042
cement_Region2Tianjin_cement_Region4Shanxi,0.0,0.0,0.0,981.821686977927,0.0,0.0,981.821686977927
cement_Region2Tianjin_cement_Region5Innermongolia,0.0,0.0,0.0,1003.218580323333,0.0,0.0,1003.218580323333
cement_Region2Tianjin_cement_Region6Liaoning,0.0,0.0,0.0,1019.8779232233504,0.0,0.0,1019.8779232233504
cement_Region2Tianjin_cement_Region7Jilin,0.0,0.0,0.0,989.8051123685897,0.0,0.0,989.8051123685897
cement_Region2Tianjin_cement_Region8Heilongjiang,0.0,0.0,0.0,1008.4678890439106,0.0,0.0,1008.4678890439106
cement_Region2Tianjin_cement_Region9Shanghai,0.0,0.0,0.0,1018.1890461211746,0.0,0.0,1018.1890461211746
cement_Region2Tianjin_cement_Region10Jiangsu,0.0,0.0,0.0,1004.912917138119,0.0,0.0,1004.912917138119
cement_Region2Tianjin_cement_Region11Zhejiang,0.0,0.0,0.0,1016.696051436763,0.0,0.0,1016.696051436763
cement_Region2Tianjin_cement_Region12Anhui,0.0,0.0,0.0,987.0117206175056,0.0,0.0,987.0117206175056
cement_Region2Tianjin_cement_Region13Fujian,0.0,0.0,0.0,1008.9120580060002,0.0,0.0,1008.9120580060002
cement_Region2Tianjin_cement_Region14Jiangxi,0.0,0.0,0.0,986.4771157250613,0.0,0.0,986.4771157250613
cement_Region2Tianjin_cement_Region15Shandong,0.0,0.0,0.0,955.0309899534416,0.0,0.0,955.0309899534416
cement_Region2Tianjin_cement_Region16Henan,0.0,0.0,0.0,983.3450237613592,0.0,0.0,983.3450237613592
cement_Region2Tianjin_cement_Region17Hubei,0.0,0.0,0.0,994.0930435478922,0.0,0.0,994.0930435478922
cement_Region2Tianjin_cement_Region18Hunan,0.0,0.0,0.0,998.2270556090671,0.0,0.0,998.2270556090671
cement_Region2Tianjin_cement_Region19Guangdong,0.0,0.0,0.0,1278.537208270125,0.0,0.0,1278.537208270125
cement_Region2Tianjin_cement_Region20Guangxi,0.0,0.0,0.0,1002.2328720000841,0.0,0.0,1002.2328720000841
